ID_completo,Fecha,Fecha_dt,Satelite,Nubes_inicial_%,Nubes_±5d_%,Nubes_vecinos_%,Nubes_DEM_%,Nubes_DEM_inverso_%,Nubes_MODIS_%,Snowline_DEM_m,Snowline_DEM_inverso_m,MODIS_iters,Export_task_description,Temporada,Fuente_csv,Error,Tif_logico,Ruta_tif,Nieve_km2,Nieve_pct_Andorra,Tierra_km2,Tierra_pct_Andorra,Nubes_km2,Nubes_pct_Andorra,Snowline_final_p20_m,Nieve_Arbolado_Denso_km2,Nieve_Arbolado_Denso_pct,Pct_cob_nevada_Arbolado_Denso,Nieve_Cultivos_km2,Nieve_Cultivos_pct,Pct_cob_nevada_Cultivos,Nieve_Vias_Comunicacion_km2,Nieve_Vias_Comunicacion_pct,Pct_cob_nevada_Vias_Comunicacion,Nieve_Matorrales_km2,Nieve_Matorrales_pct,Pct_cob_nevada_Matorrales,Nieve_Zonas_Desnudas_km2,Nieve_Zonas_Desnudas_pct,Pct_cob_nevada_Zonas_Desnudas,Nieve_Prados_km2,Nieve_Prados_pct,Pct_cob_nevada_Prados,Nieve_Roquedos_km2,Nieve_Roquedos_pct,Pct_cob_nevada_Roquedos,Nieve_Zonas_Deportivas_km2,Nieve_Zonas_Deportivas_pct,Pct_cob_nevada_Zonas_Deportivas,Nieve_Canchales_km2,Nieve_Canchales_pct,Pct_cob_nevada_Canchales,Nieve_Zonas_Urbanas_km2,Nieve_Zonas_Urbanas_pct,Pct_cob_nevada_Zonas_Urbanas,Nieve_Arbolado_Claro_km2,Nieve_Arbolado_Claro_pct,Pct_cob_nevada_Arbolado_Claro,Nieve_Aguas_km2,Nieve_Aguas_pct,Pct_cob_nevada_Aguas
COPERNICUS/S2_SR_HARMONIZED/20240206T104221_20240206T104338_T31TCH,2024-02-06,2024-02-06,SENTINEL_2,41.70,0.00,0.00,0.00,0.00,0.00,,,0.00,2024_02_06-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_02_06-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_02_06-Sentinel2.tif,161.81,34.69,305.91,65.58,0.00,0.00,2228,19.47,12.03,10.32,0.12,0.08,1.55,0.20,0.12,7.36,17.92,11.07,41.30,2.31,1.43,58.47,62.22,38.45,53.17,15.98,9.88,49.99,0.00,0.00,1.21,40.61,25.10,67.06,0.29,0.18,4.12,0.64,0.40,32.68,1.71,1.06,85.01
COPERNICUS/S2_SR_HARMONIZED/20240209T105211_20240209T105437_T31TCH,2024-02-09,2024-02-09,SENTINEL_2,98.87,39.54,16.91,15.80,11.34,0.83,2099.00,2091.00,2.00,2024_02_09-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_02_09-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_02_09-Sentinel2.tif,220.49,47.27,243.57,52.22,3.66,0.78,2063,52.40,23.77,27.78,1.32,0.60,16.50,0.58,0.26,21.26,22.60,10.25,52.08,2.55,1.15,64.39,72.15,32.72,61.65,18.35,8.32,57.39,0.06,0.03,45.66,46.30,21.00,76.46,0.97,0.44,13.64,1.09,0.50,55.44,1.72,0.78,85.43
COPERNICUS/S2_SR_HARMONIZED/20240211T104059_20240211T104456_T31TCH,2024-02-11,2024-02-11,SENTINEL_2,92.58,0.47,0.47,0.47,0.47,0.47,,,0.00,2024_02_11-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_02_11-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_02_11-Sentinel2.tif,235.50,50.49,230.01,49.31,2.21,0.47,2157,40.14,17.05,21.28,0.68,0.29,8.52,0.47,0.20,17.42,22.65,9.62,52.21,2.56,1.09,64.66,90.13,38.27,77.02,22.51,9.56,70.41,0.03,0.01,26.47,52.09,22.12,86.02,0.76,0.32,10.73,1.27,0.54,64.49,1.72,0.73,85.23
COPERNICUS/S2_SR_HARMONIZED/20240214T105049_20240214T105801_T31TCH,2024-02-14,2024-02-14,SENTINEL_2,0.50,0.50,0.50,0.50,0.50,0.50,,,0.00,2024_02_14-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_02_14-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_02_14-Sentinel2.tif,221.82,47.55,243.56,52.22,2.34,0.50,2191,32.30,14.56,17.12,0.28,0.13,3.47,0.32,0.14,11.83,21.78,9.82,50.19,2.50,1.13,63.30,87.36,39.38,74.65,22.04,9.94,68.95,0.00,0.00,1.30,51.53,23.23,85.09,0.35,0.16,4.89,1.20,0.54,60.68,1.71,0.77,84.76
COPERNICUS/S2_SR_HARMONIZED/20240216T104121_20240216T104236_T31TCH,2024-02-16,2024-02-16,SENTINEL_2,100.00,0.19,0.19,0.19,0.19,0.19,,,0.00,2024_02_16-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_02_16-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_02_16-Sentinel2.tif,310.27,66.52,156.55,33.56,0.89,0.19,1942,98.28,31.67,52.10,0.95,0.31,11.83,1.05,0.34,38.55,26.10,8.41,60.15,2.76,0.89,69.70,96.77,31.19,82.69,24.17,7.79,75.61,0.01,0.00,5.02,54.86,17.68,90.58,1.66,0.54,23.50,1.29,0.42,65.39,1.81,0.58,89.84
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20240217,2024-02-17,2024-02-17,LANDSAT_8,10.30,9.14,0.45,0.45,0.45,0.45,,,0.00,2024_02_17-Landsat8,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_02_17-Landsat8.tif,/content/drive/MyDrive/Mapas_Nieve/2024_02_17-Landsat8.tif,327.76,70.27,139.18,29.84,2.19,0.47,1948,105.69,32.25,56.03,1.07,0.33,13.32,1.12,0.34,41.15,27.43,8.37,63.23,2.83,0.86,71.56,100.16,30.56,85.58,25.61,7.81,80.11,0.01,0.00,4.37,57.06,17.41,94.21,1.78,0.54,25.11,1.40,0.43,71.10,1.80,0.55,89.11
COPERNICUS/S2_SR_HARMONIZED/20240219T105111_20240219T105341_T31TCH,2024-02-19,2024-02-19,SENTINEL_2,83.01,9.13,0.17,0.17,0.17,0.17,,,0.00,2024_02_19-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_02_19-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_02_19-Sentinel2.tif,318.99,68.39,147.93,31.71,0.80,0.17,1941,104.04,32.62,55.15,1.02,0.32,12.77,1.14,0.36,41.88,26.54,8.32,61.18,2.84,0.89,71.73,96.65,30.30,82.58,24.91,7.81,77.94,0.01,0.00,5.02,56.32,17.66,93.00,1.79,0.56,25.22,1.33,0.42,67.31,1.81,0.57,89.78
COPERNICUS/S2_SR_HARMONIZED/20240221T103959_20240221T104315_T31TCH,2024-02-21,2024-02-21,SENTINEL_2,100.00,59.88,23.44,16.01,11.52,0.51,1895.00,1895.00,5.00,2024_02_21-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_02_21-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_02_21-Sentinel2.tif,352.47,75.56,113.02,24.23,2.23,0.48,1899,120.80,34.27,64.04,2.26,0.64,28.18,1.38,0.39,50.74,32.09,9.10,73.96,3.15,0.89,79.69,101.84,28.89,87.02,27.78,7.88,86.91,0.02,0.01,16.52,57.02,16.18,94.16,2.02,0.57,28.49,1.68,0.48,85.52,1.82,0.52,90.26
COPERNICUS/S2_SR_HARMONIZED/20240224T104939_20240224T105529_T31TCH,2024-02-24,2024-02-24,SENTINEL_2,70.81,0.00,0.00,0.00,0.00,0.00,,,0.00,2024_02_24-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_02_24-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_02_24-Sentinel2.tif,461.45,98.93,6.27,1.34,0.00,0.00,1654,184.89,40.07,98.01,7.70,1.67,96.06,2.57,0.56,94.71,42.73,9.26,98.49,3.88,0.84,98.17,115.86,25.11,99.00,31.75,6.88,99.33,0.12,0.03,99.83,60.43,13.10,99.79,6.85,1.49,96.82,1.95,0.42,99.12,2.00,0.43,99.33
COPERNICUS/S2_SR_HARMONIZED/20240226T104011_20240226T104121_T31TCH,2024-02-26,2024-02-26,SENTINEL_2,83.21,0.00,0.00,0.00,0.00,0.00,,,0.00,2024_02_26-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_02_26-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_02_26-Sentinel2.tif,452.37,96.98,15.34,3.29,0.00,0.00,1682,178.15,39.38,94.44,7.11,1.57,88.69,2.44,0.54,89.87,41.76,9.23,96.26,3.85,0.85,97.30,116.31,25.71,99.38,31.53,6.97,98.65,0.12,0.03,99.26,60.20,13.31,99.41,6.29,1.39,88.81,1.95,0.43,99.23,1.95,0.43,96.84
COPERNICUS/S2_SR_HARMONIZED/20240229T105001_20240229T105231_T31TCH,2024-02-29,2024-02-29,SENTINEL_2,0.02,0.02,0.02,0.02,0.02,0.02,,,0.00,2024_02_29-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_02_29-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_02_29-Sentinel2.tif,301.07,64.55,166.56,35.71,0.09,0.02,2060,61.84,20.54,32.78,2.43,0.81,30.38,1.05,0.35,38.75,31.95,10.61,73.64,2.95,0.98,74.54,110.59,36.73,94.50,28.02,9.31,87.66,0.01,0.00,7.21,56.91,18.90,93.97,1.16,0.39,16.44,1.83,0.61,92.89,1.74,0.58,86.46
COPERNICUS/S2_SR_HARMONIZED/20240302T103839_20240302T103840_T31TCH,2024-03-02,2024-03-02,SENTINEL_2,99.03,0.00,0.00,0.00,0.00,0.00,,,0.00,2024_03_02-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_03_02-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_03_02-Sentinel2.tif,301.18,64.57,166.54,35.70,0.00,0.00,2060,61.84,20.53,32.78,2.44,0.81,30.44,1.05,0.35,38.75,31.95,10.61,73.64,2.95,0.98,74.55,110.68,36.75,94.57,28.02,9.30,87.66,0.01,0.00,7.21,56.91,18.90,93.97,1.17,0.39,16.58,1.83,0.61,92.89,1.74,0.58,86.46
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20240304,2024-03-04,2024-03-04,LANDSAT_8,14.77,9.76,2.17,1.43,0.54,0.54,1767.00,1783.00,0.00,2024_03_04-Landsat8,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_03_04-Landsat8.tif,/content/drive/MyDrive/Mapas_Nieve/2024_03_04-Landsat8.tif,427.13,91.57,39.71,8.51,2.29,0.49,1770,162.65,38.08,86.22,6.11,1.43,76.28,2.08,0.49,76.58,37.87,8.87,87.28,3.58,0.84,90.50,115.57,27.06,98.75,30.64,7.17,95.84,0.07,0.02,53.92,59.41,13.91,98.11,3.39,0.79,47.87,1.93,0.45,98.11,1.80,0.42,89.38
COPERNICUS/S2_SR_HARMONIZED/20240305T104819_20240305T105512_T31TCH,2024-03-05,2024-03-05,SENTINEL_2,34.19,9.75,1.94,1.28,0.52,0.52,1831.00,1831.00,0.00,2024_03_05-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_03_05-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_03_05-Sentinel2.tif,400.32,85.82,65.22,13.98,2.17,0.47,1825,141.10,35.25,74.80,5.82,1.45,72.66,1.83,0.46,67.19,36.95,9.23,85.17,3.53,0.88,89.37,115.03,28.73,98.29,29.86,7.46,93.41,0.06,0.01,46.23,58.72,14.67,96.95,3.08,0.77,43.48,1.90,0.48,96.66,1.78,0.45,88.45
COPERNICUS/S2_SR_HARMONIZED/20240307T103911_20240307T104021_T31TCH,2024-03-07,2024-03-07,SENTINEL_2,99.95,9.75,1.94,1.28,0.52,0.52,1831.00,1831.00,0.00,2024_03_07-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_03_07-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_03_07-Sentinel2.tif,400.18,85.79,65.37,14.01,2.17,0.47,1825,140.99,35.23,74.74,5.81,1.45,72.57,1.83,0.46,67.19,36.94,9.23,85.14,3.53,0.88,89.37,115.02,28.74,98.28,29.86,7.46,93.41,0.06,0.01,46.23,58.72,14.67,96.95,3.08,0.77,43.48,1.90,0.48,96.66,1.78,0.45,88.45
COPERNICUS/S2_SR_HARMONIZED/20240310T104841_20240310T105043_T31TCH,2024-03-10,2024-03-10,SENTINEL_2,70.54,0.04,0.04,0.04,0.04,0.04,,,0.00,2024_03_10-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_03_10-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_03_10-Sentinel2.tif,405.18,86.87,62.33,13.36,0.21,0.04,1805,136.34,33.65,72.27,7.09,1.75,88.45,2.21,0.55,81.46,38.74,9.56,89.30,3.71,0.91,93.71,116.35,28.71,99.41,30.60,7.55,95.72,0.08,0.02,63.72,60.11,14.83,99.25,5.51,1.36,77.90,1.95,0.48,98.99,1.84,0.45,90.98
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20240312,2024-03-12,2024-03-12,LANDSAT_9,2.23,0.04,0.04,0.04,0.04,0.04,,,0.00,2024_03_12-Landsat9,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_03_12-Landsat9.tif,/content/drive/MyDrive/Mapas_Nieve/2024_03_12-Landsat9.tif,443.08,94.99,25.83,5.54,0.22,0.05,1726,172.82,39.01,91.62,7.32,1.65,91.38,2.48,0.56,91.41,38.95,8.79,89.77,3.76,0.85,95.18,116.19,26.22,99.28,30.55,6.90,95.58,0.08,0.02,62.66,60.07,13.56,99.19,4.92,1.11,69.53,1.97,0.45,100.21,1.88,0.42,93.21
COPERNICUS/S2_SR_HARMONIZED/20240312T103729_20240312T104806_T31TCH,2024-03-12,2024-03-12,SENTINEL_2,2.06,0.04,0.04,0.04,0.04,0.04,,,0.00,2024_03_12-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_03_12-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_03_12-Sentinel2.tif,377.96,81.03,89.55,19.20,0.21,0.04,1876,113.74,30.09,60.29,6.94,1.83,86.56,1.99,0.53,73.33,37.17,9.83,85.67,3.62,0.96,91.61,115.95,30.68,99.07,30.17,7.98,94.37,0.07,0.02,58.62,59.89,15.85,98.89,4.04,1.07,57.08,1.93,0.51,98.17,1.79,0.47,88.64
COPERNICUS/S2_SR_HARMONIZED/20240315T104709_20240315T105537_T31TCH,2024-03-15,2024-03-15,SENTINEL_2,33.51,0.16,0.16,0.16,0.16,0.16,,,0.00,2024_03_15-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_03_15-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_03_15-Sentinel2.tif,342.12,73.35,124.85,26.77,0.75,0.16,1961,98.01,28.65,51.95,4.09,1.20,51.04,1.39,0.41,51.18,32.17,9.40,74.15,3.17,0.93,80.08,110.84,32.40,94.71,28.11,8.22,87.93,0.01,0.00,11.25,58.02,16.96,95.80,2.07,0.61,29.29,1.85,0.54,94.10,1.76,0.51,87.18
COPERNICUS/S2_SR_HARMONIZED/20240317T103751_20240317T103905_T31TCH,2024-03-17,2024-03-17,SENTINEL_2,42.21,12.73,2.08,1.96,0.39,0.39,2039.00,2039.00,0.00,2024_03_17-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_03_17-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_03_17-Sentinel2.tif,313.26,67.16,152.86,32.77,1.59,0.34,2034,82.44,26.32,43.70,2.42,0.77,30.24,1.03,0.33,38.06,28.66,9.15,66.06,3.00,0.96,75.99,107.20,34.22,91.60,26.32,8.40,82.32,0.01,0.00,5.51,56.97,18.19,94.08,1.05,0.33,14.82,1.79,0.57,91.09,1.74,0.55,86.10
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20240320,2024-03-20,2024-03-20,LANDSAT_8,46.80,26.51,8.48,8.36,4.45,0.14,2115.00,2115.00,3.00,2024_03_20-Landsat8,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_03_20-Landsat8.tif,/content/drive/MyDrive/Mapas_Nieve/2024_03_20-Landsat8.tif,263.99,56.60,204.57,43.86,0.56,0.12,2108,58.72,22.24,31.13,0.52,0.20,6.47,0.50,0.19,18.57,24.71,9.36,56.96,2.72,1.03,68.83,94.31,35.73,80.59,24.66,9.34,77.14,0.00,0.00,0.00,52.60,19.92,86.85,0.35,0.13,4.96,1.59,0.60,80.93,1.68,0.64,83.44
COPERNICUS/S2_SR_HARMONIZED/20240320T104741_20240320T104830_T31TCH,2024-03-20,2024-03-20,SENTINEL_2,34.24,26.54,7.96,7.90,4.22,0.13,2115.00,2115.00,3.00,2024_03_20-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_03_20-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_03_20-Sentinel2.tif,253.63,54.37,213.57,45.79,0.51,0.11,2110,54.25,21.39,28.76,0.51,0.20,6.40,0.48,0.19,17.71,24.26,9.56,55.91,2.70,1.06,68.25,92.61,36.51,79.13,23.21,9.15,72.60,0.00,0.00,0.16,51.66,20.37,85.30,0.24,0.09,3.33,1.53,0.60,77.82,1.68,0.66,83.17
COPERNICUS/S2_SR_HARMONIZED/20240322T103639_20240322T104640_T31TCH,2024-03-22,2024-03-22,SENTINEL_2,60.22,26.54,7.96,7.90,4.22,0.20,2115.00,2115.00,2.00,2024_03_22-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_03_22-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_03_22-Sentinel2.tif,247.11,52.98,219.86,47.13,0.75,0.16,2109,53.34,21.59,28.28,0.50,0.20,6.30,0.47,0.19,17.37,23.95,9.69,55.20,2.68,1.08,67.69,89.26,36.12,76.27,22.24,9.00,69.57,0.00,0.00,0.16,50.80,20.56,83.89,0.23,0.09,3.18,1.46,0.59,74.27,1.68,0.68,83.13
COPERNICUS/S2_SR_HARMONIZED/20240325T104639_20240325T105612_T31TCH,2024-03-25,2024-03-25,SENTINEL_2,100.00,60.22,42.09,39.41,35.94,0.72,2171.00,2155.00,4.00,2024_03_25-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_03_25-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_03_25-Sentinel2.tif,247.73,53.11,216.83,46.48,3.16,0.68,2147,48.13,19.43,25.52,0.60,0.24,7.49,0.48,0.19,17.51,25.05,10.11,57.73,2.60,1.05,65.71,91.07,36.76,77.81,23.34,9.42,73.02,0.00,0.00,0.00,52.54,21.21,86.76,0.37,0.15,5.26,1.37,0.55,69.63,1.68,0.68,83.30
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20240328,2024-03-28,2024-03-28,LANDSAT_9,69.34,45.29,13.51,9.21,6.96,0.47,1891.00,1899.00,5.00,2024_03_28-Landsat9,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_03_28-Landsat9.tif,/content/drive/MyDrive/Mapas_Nieve/2024_03_28-Landsat9.tif,374.49,80.29,92.64,19.86,1.99,0.43,1898,127.83,34.13,67.76,2.34,0.62,29.15,1.33,0.35,48.77,33.97,9.07,78.30,3.10,0.83,78.32,109.24,29.17,93.34,29.05,7.76,90.87,0.03,0.01,26.23,58.98,15.75,97.39,3.00,0.80,42.41,1.84,0.49,93.26,1.87,0.50,92.90
COPERNICUS/S2_SR_HARMONIZED/20240330T104621_20240330T105546_T31TCH,2024-03-30,2024-03-30,SENTINEL_2,64.56,13.96,1.91,1.52,0.85,0.85,1895.00,1895.00,0.00,2024_03_30-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_03_30-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_03_30-Sentinel2.tif,379.21,81.30,85.05,18.23,3.46,0.74,1890,131.61,34.71,69.77,2.77,0.73,34.62,1.40,0.37,51.37,34.67,9.14,79.91,3.13,0.82,79.07,110.06,29.02,94.04,29.31,7.73,91.68,0.01,0.00,5.10,59.36,15.65,98.01,2.57,0.68,36.34,1.86,0.49,94.43,1.84,0.48,91.04
COPERNICUS/S2_SR_HARMONIZED/20240401T103619_20240401T104728_T31TCH,2024-04-01,2024-04-01,SENTINEL_2,29.64,0.00,0.00,0.00,0.00,0.00,,,0.00,2024_04_01-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_04_01-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_04_01-Sentinel2.tif,341.06,73.12,126.65,27.15,0.01,0.00,1991,103.37,30.31,54.80,2.35,0.69,29.31,1.07,0.31,39.45,31.02,9.10,71.50,2.97,0.87,75.10,108.48,31.81,92.70,27.69,8.12,86.62,0.00,0.00,2.83,58.82,17.25,97.12,1.12,0.33,15.78,1.83,0.54,92.75,1.76,0.51,87.04
COPERNICUS/S2_SR_HARMONIZED/20240404T104619_20240404T105739_T31TCH,2024-04-04,2024-04-04,SENTINEL_2,0.04,0.04,0.04,0.04,0.04,0.04,,,0.00,2024_04_04-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_04_04-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_04_04-Sentinel2.tif,234.35,50.24,233.17,49.99,0.17,0.04,2193,35.12,14.98,18.62,0.08,0.03,0.97,0.30,0.13,11.19,21.92,9.35,50.51,2.52,1.07,63.61,92.26,39.37,78.83,22.94,9.79,71.77,0.00,0.00,1.70,55.29,23.59,91.30,0.32,0.14,4.49,1.43,0.61,72.71,1.68,0.72,83.20
COPERNICUS/S2_SR_HARMONIZED/20240409T104621_20240409T105849_T31TCH,2024-04-09,2024-04-09,SENTINEL_2,20.89,0.00,0.00,0.00,0.00,0.00,,,0.00,2024_04_09-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_04_09-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_04_09-Sentinel2.tif,178.58,38.28,289.14,61.99,0.00,0.00,2247,17.71,9.92,9.39,0.06,0.03,0.69,0.24,0.13,8.74,19.67,11.01,45.33,2.32,1.30,58.69,69.52,38.93,59.40,19.68,11.02,61.57,0.00,0.00,1.05,46.28,25.92,76.42,0.30,0.17,4.21,0.66,0.37,33.68,1.69,0.95,83.68
COPERNICUS/S2_SR_HARMONIZED/20240411T103619_20240411T104617_T31TCH,2024-04-11,2024-04-11,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,2024_04_11-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_04_11-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_04_11-Sentinel2.tif,139.31,29.87,328.40,70.41,0.00,0.00,2277,12.14,8.71,6.44,0.01,0.00,0.08,0.11,0.08,3.91,15.44,11.08,35.58,2.03,1.46,51.46,50.74,36.43,43.36,15.09,10.83,47.20,0.00,0.00,1.21,41.14,29.53,67.94,0.11,0.08,1.49,0.49,0.35,24.83,1.67,1.20,82.69
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20240413,2024-04-13,2024-04-13,LANDSAT_9,20.64,0.00,0.00,0.00,0.00,0.00,,,0.00,2024_04_13-Landsat9,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_04_13-Landsat9.tif,/content/drive/MyDrive/Mapas_Nieve/2024_04_13-Landsat9.tif,127.83,27.40,341.29,73.17,0.00,0.00,2267,14.71,11.50,7.80,0.00,0.00,0.02,0.08,0.07,3.11,14.24,11.14,32.82,1.96,1.53,49.48,41.87,32.75,35.78,13.93,10.90,43.59,0.00,0.00,0.00,37.98,29.71,62.71,0.05,0.04,0.72,0.45,0.35,22.71,1.69,1.32,83.84
COPERNICUS/S2_SR_HARMONIZED/20240414T104619_20240414T105854_T31TCH,2024-04-14,2024-04-14,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,2024_04_14-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_04_14-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_04_14-Sentinel2.tif,115.02,24.66,352.69,75.61,0.00,0.00,2281,10.08,8.76,5.34,0.00,0.00,0.02,0.08,0.07,3.06,13.55,11.78,31.23,1.83,1.59,46.23,38.55,33.51,32.94,12.13,10.55,37.95,0.00,0.00,0.89,36.38,31.63,60.08,0.14,0.13,2.04,0.39,0.34,19.88,1.65,1.44,81.97
COPERNICUS/S2_SR_HARMONIZED/20240416T104021_20240416T104023_T31TCH,2024-04-16,2024-04-16,SENTINEL_2,0.30,0.30,0.30,0.30,0.30,0.30,,,0.00,2024_04_16-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_04_16-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_04_16-Sentinel2.tif,95.08,20.38,371.19,79.58,1.44,0.31,2297,6.38,6.71,3.38,0.00,0.00,0.02,0.07,0.08,2.64,11.52,12.11,26.55,1.66,1.75,42.03,30.95,32.55,26.44,9.79,10.29,30.62,0.00,0.00,1.05,32.53,34.21,53.72,0.12,0.12,1.66,0.30,0.32,15.44,1.57,1.65,77.97
COPERNICUS/S2_SR_HARMONIZED/20240419T104621_20240419T105857_T31TCH,2024-04-19,2024-04-19,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,2024_04_19-Sentinel2,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_04_19-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2024_04_19-Sentinel2.tif,136.63,29.29,331.09,70.98,0.00,0.00,2255,11.62,8.51,6.16,0.08,0.06,1.05,0.11,0.08,3.91,16.15,11.82,37.22,1.82,1.33,45.94,51.02,37.35,43.60,15.43,11.29,48.26,0.00,0.00,0.89,37.81,27.67,62.43,0.13,0.10,1.89,0.56,0.41,28.44,1.58,1.16,78.54
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20240421,2024-04-21,2024-04-21,LANDSAT_8,21.32,0.00,0.00,0.00,0.00,0.00,,,0.00,2024_04_21-Landsat8,2023-2024,Tabla_Nubes_Snowline_2023_2024.csv,,2024_04_21-Landsat8.tif,/content/drive/MyDrive/Mapas_Nieve/2024_04_21-Landsat8.tif,88.37,18.94,380.75,81.63,0.00,0.00,2303,6.74,7.63,3.57,0.00,0.00,0.01,0.06,0.07,2.28,10.40,11.77,23.98,1.57,1.78,39.69,25.70,29.08,21.96,10.36,11.72,32.40,0.00,0.00,0.00,31.03,35.12,51.24,0.03,0.03,0.41,0.24,0.28,12.38,1.62,1.83,80.27
